name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
Isabella Pave Band,1150.0,https://www.rarecarat.com/wedding-ring/170-Isabella-Pave-Band/21475,Diamond,,SI1,G,0.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Ruby Shared Prong Eternity Ring,3010.0,https://www.rarecarat.com/wedding-ring/55-Ruby-Shared-Prong-Eternity-Ring/35531,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sapphire Shared Prong Eternity Ring,2950.0,https://www.rarecarat.com/wedding-ring/55-Sapphire-Shared-Prong-Eternity-Ring/35573,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vela Band,1120.0,https://www.rarecarat.com/wedding-ring/182-Vela-Band/29129,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Georgina Seven-Stone Pear Diamond Band,1900.0,https://www.rarecarat.com/wedding-ring/53-Georgina-Seven-Stone-Pear-Diamond-Band/28354,Diamond,,SI1,F-G,0.7,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Madeline Pavé Trio Striped Band,2340.0,https://www.rarecarat.com/wedding-ring/56-Madeline-Pavé-Trio-Striped-Band/29717,Diamond,,SI1,G-H,0.63,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sapphire and Diamond Bezel-Set Eternity Ring,4580.0,https://www.rarecarat.com/wedding-ring/55-Sapphire-and-Diamond-Bezel-Set-Eternity-Ring/35506,Diamond,,SI1,G-H,0.8,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Thalia Diamond Band,1410.0,https://www.rarecarat.com/wedding-ring/54-Thalia-Diamond-Band/29651,Diamond,,VS1,G-H,0.11,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Bellora Channel-Set Baguette Band,2390.0,https://www.rarecarat.com/wedding-ring/55-Bellora-Channel-Set-Baguette-Band/36065,Diamond,,SI1,G-H,0.6,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tradition Pavé Band (1.00ct. tw.),3370.0,https://www.rarecarat.com/wedding-ring/57-Tradition-Pavé-Band-(1.00ct.-tw.)/32658,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Astro Diamond And Sapphire Band,3430.0,https://www.rarecarat.com/wedding-ring/54-Astro-Diamond-And-Sapphire-Band/28500,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Viridi Diamond And Emerald Band,3740.0,https://www.rarecarat.com/wedding-ring/54-Viridi-Diamond-And-Emerald-Band/26073,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jules Classic Diamond Band (2.00ct. tw.),6140.0,https://www.rarecarat.com/wedding-ring/59-Jules-Classic-Diamond-Band-(2.00ct.-tw.)/34446,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jules Classic Diamond Band (1/2ct. tw.),1390.0,https://www.rarecarat.com/wedding-ring/59-Jules-Classic-Diamond-Band-(1-2ct.-tw.)/34508,Diamond,,SI1,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Keely Baguette And Marquise Band,1320.0,https://www.rarecarat.com/wedding-ring/53-Keely-Baguette-And-Marquise-Band/30315,Diamond,,SI1,F-G,0.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Adamina Ruby And Diamond Band,3610.0,https://www.rarecarat.com/wedding-ring/54-Adamina-Ruby-And-Diamond-Band/26070,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic EmeraId and Diamond Eternity Band,7210.0,https://www.rarecarat.com/wedding-ring/55-Classic-EmeraId-and-Diamond-Eternity-Band/35688,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Carol Classic Diamond Wedding Band,1150.0,https://www.rarecarat.com/wedding-ring/53-Carol-Classic-Diamond-Wedding-Band/22516,Diamond,,SI1,F-G,0.28,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Estrella Baguette Diamond Accent Band,1240.0,https://www.rarecarat.com/wedding-ring/53-Estrella-Baguette-Diamond-Accent-Band/25323,Diamond,,SI1,F-G,0.36,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Uma Graduated Diamond Band,2440.0,https://www.rarecarat.com/wedding-ring/56-Uma-Graduated-Diamond-Band/29812,Diamond,,SI1,G-H,0.74,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Flamenco Twisted Vine And Leaf Wedding Band,1870.0,https://www.rarecarat.com/wedding-ring/182-Flamenco-Twisted-Vine-And-Leaf-Wedding-Band/29851,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Diamond And Sapphire Bubble Eternity Band,1940.0,https://www.rarecarat.com/wedding-ring/53-Diamond-And-Sapphire-Bubble-Eternity-Band/25515,Diamond,,SI1,F-G,0.25,White Gold,,14K,5.0 to 9.0,Ring,rarecarat
Dual Harmony Sapphire and Diamond Eternity Band,2110.0,https://www.rarecarat.com/wedding-ring/55-Dual-Harmony-Sapphire-and-Diamond-Eternity-Band/35597,Diamond,,SI1,G-H,0.32,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Round Shared-Prong Diamond Eternity Band (1.70ct. tw.),4440.0,https://www.rarecarat.com/wedding-ring/55-Round-Shared-Prong-Diamond-Eternity-Band-(1.70ct.-tw.)/28837,Diamond,,SI1,G-H,1.7,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Periwinkle Petal Polished Band,1240.0,https://www.rarecarat.com/wedding-ring/53-Periwinkle-Petal-Polished-Band/25451,Diamond,,SI1,F-G,0.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Periwinkle Pave Diamond Band,1380.0,https://www.rarecarat.com/wedding-ring/53-Periwinkle-Pave-Diamond-Band/25443,Diamond,,SI1,F-G,0.18,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Dove Pave Band,1290.0,https://www.rarecarat.com/wedding-ring/182-Dove-Pave-Band/29952,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Phoenix Double Row Pave Band,1620.0,https://www.rarecarat.com/wedding-ring/170-Phoenix-Double-Row-Pave-Band/19928,Diamond,,SI1,G,0.21,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Kali Pave Band,1730.0,https://www.rarecarat.com/wedding-ring/170-Kali-Pave-Band/20164,Diamond,,SI1,G,0.56,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
U-Prong Emerald-Cut Diamond Eternity Band (3.00ct. tw.),8530.0,https://www.rarecarat.com/wedding-ring/55-U-Prong-Emerald-Cut-Diamond-Eternity-Band-(3.00ct.-tw.)/34219,Diamond,,VS1,G-H,3.36,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
East-West Pear-Shaped Diamond Bezel Band,2740.0,https://www.rarecarat.com/wedding-ring/57-East-West-Pear-Shaped-Diamond-Bezel-Band/32507,Diamond,,SI2,G-H,0.7,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (5.00ct. tw.),23020.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(5.00ct.-tw.)/31840,Diamond,,SI1,G-H,5.04,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Darcy Diamond Twist Band,1250.0,https://www.rarecarat.com/wedding-ring/53-Darcy-Diamond-Twist-Band/24548,Diamond,,SI1,F-G,0.19,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Round Shared-Prong Diamond Eternity Band (1.20ct. tw.),2880.0,https://www.rarecarat.com/wedding-ring/55-Round-Shared-Prong-Diamond-Eternity-Band-(1.20ct.-tw.)/28883,Diamond,,SI1,G-H,1.14,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Curved Gallery Twelve-Stone Round Diamond Band (3.00ct. tw.),8390.0,https://www.rarecarat.com/wedding-ring/55-Curved-Gallery-Twelve-Stone-Round-Diamond-Band-(3.00ct.-tw.)/29331,Diamond,,SI1,G-H,3,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond Eternity Ring (2.0 ct. tw.),4980.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-Eternity-Ring-(2.0-ct.-tw.)/28127,Diamond,,SI1,G-H,2.09,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Tradition Pavé Band (1/2 ct. tw.),1920.0,https://www.rarecarat.com/wedding-ring/57-Tradition-Pavé-Band-(1-2-ct.-tw.)/32565,Diamond,,SI1,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ellia Band,1340.0,https://www.rarecarat.com/wedding-ring/182-Ellia-Band/4158,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Wavy Floral Vine Diamond  Band,2130.0,https://www.rarecarat.com/wedding-ring/53-Wavy-Floral-Vine-Diamond--Band/25436,Diamond,,SI1,F-G,0.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
U-Prong Emerald-Cut Diamond Eternity Band (5.00ct. tw.),14670.0,https://www.rarecarat.com/wedding-ring/55-U-Prong-Emerald-Cut-Diamond-Eternity-Band-(5.00ct.-tw.)/34250,Diamond,,VS1,G-H,5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Diamond Bubble Eternity Band,3120.0,https://www.rarecarat.com/wedding-ring/53-Diamond-Bubble-Eternity-Band/25500,Diamond,,SI1,F-G,0.9,White Gold,,14K,5.0 to 9.0,Ring,rarecarat
Lavinia Diamond Band,1310.0,https://www.rarecarat.com/wedding-ring/53-Lavinia-Diamond-Band/24915,Diamond,,SI1,F-G,0.39,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Raya Pave Band,1680.0,https://www.rarecarat.com/wedding-ring/170-Raya-Pave-Band/24401,Diamond,,SI1,G,0.32,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Floral Petal Curved Band,1460.0,https://www.rarecarat.com/wedding-ring/53-Floral-Petal-Curved-Band/25414,Diamond,,SI1,F-G,0.31,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tiara Diamond Curved Band,1510.0,https://www.rarecarat.com/wedding-ring/53-Tiara-Diamond-Curved-Band/25366,Diamond,,SI1,F-G,0.29,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jolie Trio Diamond Band,1540.0,https://www.rarecarat.com/wedding-ring/182-Jolie-Trio-Diamond-Band/29893,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jules Classic Diamond Band (1.50ct. tw.),3630.0,https://www.rarecarat.com/wedding-ring/59-Jules-Classic-Diamond-Band-(1.50ct.-tw.)/34434,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cherry Diamond and Ruby Band,3780.0,https://www.rarecarat.com/wedding-ring/54-Cherry-Diamond-and-Ruby-Band/26056,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lisette Beaded Wedding Band,1140.0,https://www.rarecarat.com/wedding-ring/182-Lisette-Beaded-Wedding-Band/29950,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Farida Band,1650.0,https://www.rarecarat.com/wedding-ring/182-Farida-Band/4094,Diamond,Round,SI1-SI2,G-H,0.33,Yellow Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tamsin Marquise Diamond Band,1910.0,https://www.rarecarat.com/wedding-ring/53-Tamsin-Marquise-Diamond-Band/24897,Diamond,,SI1,F-G,0.77,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jules Classic Diamond Band (1.00ct. tw.),2510.0,https://www.rarecarat.com/wedding-ring/59-Jules-Classic-Diamond-Band-(1.00ct.-tw.)/34461,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Oval Cut Diamond 5 Stone Ring (2.00 ct. tw.),8150.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-5-Stone-Ring-(2.00-ct.-tw.)/27701,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 5 Stone Ring (2.00 ct. tw.),8170.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-5-Stone-Ring-(2.00-ct.-tw.)/27644,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Gracie Pave Band,1360.0,https://www.rarecarat.com/wedding-ring/170-Gracie-Pave-Band/21881,Diamond,,SI1,G,0.3,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Halle Pave Band,1880.0,https://www.rarecarat.com/wedding-ring/170-Halle-Pave-Band/23838,Diamond,,SI1,G,0.72,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Mila Marquise Diamond Band,1430.0,https://www.rarecarat.com/wedding-ring/170-Mila-Marquise-Diamond-Band/21355,Diamond,,SI1,G,0.45,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Laurel Twisting Vine And Leaf Pavé Band,1610.0,https://www.rarecarat.com/wedding-ring/56-Laurel-Twisting-Vine-And-Leaf-Pavé-Band/29805,Diamond,,SI1,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cascade Diamond Eternity Ring,6740.0,https://www.rarecarat.com/wedding-ring/56-Cascade-Diamond-Eternity-Ring/31406,Diamond,,SI1,G-H,2.58,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Dallas Band,1520.0,https://www.rarecarat.com/wedding-ring/182-Dallas-Band/3693,Diamond,Round,SI1-SI2,G-H,0.37,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Holly Pave Chevron Band,1290.0,https://www.rarecarat.com/wedding-ring/170-Holly-Pave-Chevron-Band/25472,Diamond,,SI1,G,0.25,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Percy Band,1190.0,https://www.rarecarat.com/wedding-ring/182-Percy-Band/4014,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jasmin Band,1170.0,https://www.rarecarat.com/wedding-ring/182-Jasmin-Band/4113,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Orion Round And Baguette Diamond Band,1580.0,https://www.rarecarat.com/wedding-ring/170-Orion-Round-And-Baguette-Diamond-Band/21171,Diamond,,SI1,G,0.53,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Natalie Band,1180.0,https://www.rarecarat.com/wedding-ring/182-Natalie-Band/3928,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Topaz Band,2140.0,https://www.rarecarat.com/wedding-ring/182-Topaz-Band/29221,Diamond,Round,SI1-SI2,G-H,0.37,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (2.10ct. tw.),6690.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(2.10ct.-tw.)/31850,Diamond,,SI1,G-H,2.1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Isla Band,1240.0,https://www.rarecarat.com/wedding-ring/182-Isla-Band/3665,Diamond,Round,SI1-SI2,G-H,0.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tulum Floral Wedding Band,1240.0,https://www.rarecarat.com/wedding-ring/182-Tulum-Floral-Wedding-Band/29910,Diamond,Marquise,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Deirdre Luxe Diamond Band,1390.0,https://www.rarecarat.com/wedding-ring/53-Deirdre-Luxe-Diamond-Band/28463,Diamond,,SI1,F-G,0.53,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Angel Band,1580.0,https://www.rarecarat.com/wedding-ring/170-Angel-Band/24387,Diamond,,SI1,G,0.47,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Rainey Band,1710.0,https://www.rarecarat.com/wedding-ring/182-Rainey-Band/29016,Diamond,Round,SI1-SI2,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Signature Hearts & Arrows Knife-Edge Band,2110.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Knife-Edge-Band/35751,Diamond,,VS2,F,0.35,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Angelique Band,1670.0,https://www.rarecarat.com/wedding-ring/182-Angelique-Band/4457,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elsa Contemporary Twist Diamond Band,1410.0,https://www.rarecarat.com/wedding-ring/53-Elsa-Contemporary-Twist-Diamond-Band/22395,Diamond,,SI1,F-G,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Kenzie Square Pave Band,1380.0,https://www.rarecarat.com/wedding-ring/170-Kenzie-Square-Pave-Band/20925,Diamond,,SI1,G,0.33,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Francesca Diamond Band,1150.0,https://www.rarecarat.com/wedding-ring/56-Francesca-Diamond-Band/28683,Diamond,,SI1,G-H,0.48,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cushion Cut Diamond 5 Stone Ring (1.50 ct. tw.),5860.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-5-Stone-Ring-(1.50-ct.-tw.)/28170,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Lexa Pavé Diamond Band,1190.0,https://www.rarecarat.com/wedding-ring/56-Lexa-Pavé-Diamond-Band/28718,Diamond,,SI1,G-H,0.32,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cindy Band,1180.0,https://www.rarecarat.com/wedding-ring/182-Cindy-Band/4583,Diamond,Round,SI1-SI2,G-H,0.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Evangeline Pave Band,1290.0,https://www.rarecarat.com/wedding-ring/170-Evangeline-Pave-Band/20386,Diamond,,SI1,G,0.23,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Zephrine Pave Station Diamond Band,1450.0,https://www.rarecarat.com/wedding-ring/182-Zephrine-Pave-Station-Diamond-Band/29882,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Denisse Contemporary Prong Diamond Band,1420.0,https://www.rarecarat.com/wedding-ring/53-Denisse-Contemporary-Prong-Diamond-Band/22405,Diamond,,SI1,F-G,0.3,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Brinley Pave Band,1290.0,https://www.rarecarat.com/wedding-ring/170-Brinley-Pave-Band/20884,Diamond,,SI1,G,0.22,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Helena Diamond Anniversary Band,3560.0,https://www.rarecarat.com/wedding-ring/170-Helena-Diamond-Anniversary-Band/23220,Diamond,,SI1,G,1.25,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Sierra Band,2170.0,https://www.rarecarat.com/wedding-ring/182-Sierra-Band/28976,Diamond,Round,SI1-SI2,G-H,0.37,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sapphire Bezel Eternity Ring,2840.0,https://www.rarecarat.com/wedding-ring/55-Sapphire-Bezel-Eternity-Ring/35545,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Radiant Cut Diamond 5 Stone Ring (1.50 ct. tw.),5780.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-5-Stone-Ring-(1.50-ct.-tw.)/27973,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Leoni Diamond Band,1190.0,https://www.rarecarat.com/wedding-ring/54-Leoni-Diamond-Band/29644,Diamond,,VS1,G-H,0.32,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Kaelie Band,1550.0,https://www.rarecarat.com/wedding-ring/182-Kaelie-Band/4120,Diamond,Round,SI1-SI2,G-H,0.12,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Deluxe Round and Marquise Diamond Band (3/4 ct. tw.),2220.0,https://www.rarecarat.com/wedding-ring/53-Deluxe-Round-and-Marquise-Diamond-Band-(3-4-ct.-tw.)/25362,Diamond,,SI1,F-G,0.76,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Oval Cut Diamond 7 Stone Ring (1.00 ct. tw.),3680.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-7-Stone-Ring-(1.00-ct.-tw.)/28295,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Fleurie Channel Set Baguette Band,2440.0,https://www.rarecarat.com/wedding-ring/182-Fleurie-Channel-Set-Baguette-Band/29969,Diamond,,SI1-SI2,G-H,0.62,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
East-West Emerald-Cut Diamond U-Prong Eternity Ring (5.00ct. tw.),19400.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Diamond-U-Prong-Eternity-Ring-(5.00ct.-tw.)/34246,Diamond,,VS1,G-H,5.2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Pau Diamond Band,1170.0,https://www.rarecarat.com/wedding-ring/54-Pau-Diamond-Band/25169,Diamond,,VS1,G-H,0.24,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Garden Vine Diamond Band,2520.0,https://www.rarecarat.com/wedding-ring/182-Garden-Vine-Diamond-Band/29935,Diamond,Round,SI1-SI2,G-H,0.12,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ocean Sapphire And Diamond Band,3140.0,https://www.rarecarat.com/wedding-ring/54-Ocean-Sapphire-And-Diamond-Band/26037,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Clora Emerald And Diamond Band,3550.0,https://www.rarecarat.com/wedding-ring/54-Clora-Emerald-And-Diamond-Band/26030,Diamond,,VS1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Signature Hearts & Arrows Shared Prong Band (3/4ct. tw.),2640.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Shared-Prong-Band-(3-4ct.-tw.)/34104,Diamond,,VS2,F,0.75,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sapphire Pavé Eternity Band,1500.0,https://www.rarecarat.com/wedding-ring/55-Sapphire-Pavé-Eternity-Band/35582,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Nicola Diamond Band,1750.0,https://www.rarecarat.com/wedding-ring/53-Nicola-Diamond-Band/24900,Diamond,,SI1,F-G,0.6,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Floral Petal Diamond Band,1170.0,https://www.rarecarat.com/wedding-ring/53-Floral-Petal-Diamond-Band/25387,Diamond,,SI1,F-G,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Princess Cut Diamond 7 Stone Ring (1.00 ct. tw.),3480.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-7-Stone-Ring-(1.00-ct.-tw.)/28514,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Eveline Band,1290.0,https://www.rarecarat.com/wedding-ring/182-Eveline-Band/4520,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tradition Shared Prong Diamond Band (1/2ct. tw.),1880.0,https://www.rarecarat.com/wedding-ring/57-Tradition-Shared-Prong-Diamond-Band-(1-2ct.-tw.)/32675,Diamond,,SI1,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Claudette Rope And Diamond Band,1570.0,https://www.rarecarat.com/wedding-ring/182-Claudette-Rope-And-Diamond-Band/29850,Diamond,Round,SI1-SI2,G-H,0.12,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Alexis Pavé Diamond Wedding Band,1200.0,https://www.rarecarat.com/wedding-ring/182-Alexis-Pavé-Diamond-Wedding-Band/7305,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Seven-Stone Round Diamond Band (2.80ct. tw.),10240.0,https://www.rarecarat.com/wedding-ring/55-Classic-Seven-Stone-Round-Diamond-Band-(2.80ct.-tw.)/31824,Diamond,,SI1,G-H,2.8,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Chevron Shared Prong Diamond Band,1210.0,https://www.rarecarat.com/wedding-ring/53-Chevron-Shared-Prong-Diamond-Band/25394,Diamond,,SI1,F-G,0.24,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Princess Cut Diamond 7 Stone Ring (5.00 ct. tw.),26150.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-7-Stone-Ring-(5.00-ct.-tw.)/31513,Diamond,,SI1,G-H,5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Kandice Band,2830.0,https://www.rarecarat.com/wedding-ring/182-Kandice-Band/7278,Diamond,Round,SI1-SI2,G-H,0.87,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Celine Pave Diamond Band,1160.0,https://www.rarecarat.com/wedding-ring/53-Celine-Pave-Diamond-Band/24175,Diamond,,SI1,F-G,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Wilder Band,1240.0,https://www.rarecarat.com/wedding-ring/182-Wilder-Band/29152,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Bryony Diamond Band,1310.0,https://www.rarecarat.com/wedding-ring/53-Bryony-Diamond-Band/24927,Diamond,,SI1,F-G,0.22,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ryleigh Band,1280.0,https://www.rarecarat.com/wedding-ring/182-Ryleigh-Band/29005,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Magnolia Pave Band,1240.0,https://www.rarecarat.com/wedding-ring/170-Magnolia-Pave-Band/22177,Diamond,,SI1,G,0.29,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Janelle Twist Diamond Band,1410.0,https://www.rarecarat.com/wedding-ring/53-Janelle-Twist-Diamond-Band/24109,Diamond,,SI1,F-G,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Seraphina Marquise And Round Diamond Nature Inspired Wedding Band,2210.0,https://www.rarecarat.com/wedding-ring/182-Seraphina-Marquise-And-Round-Diamond-Nature-Inspired-Wedding-Band/29047,Diamond,Marquise,SI1-SI2,G-H,0.62,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Pala Marquise Diamond Band,5400.0,https://www.rarecarat.com/wedding-ring/54-Pala-Marquise-Diamond-Band/25186,Diamond,,VS1,G-H,1.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Maia Diamond Band,4880.0,https://www.rarecarat.com/wedding-ring/54-Maia-Diamond-Band/25042,Diamond,,VS1,G-H,1.3,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jelena Band,3380.0,https://www.rarecarat.com/wedding-ring/182-Jelena-Band/4346,Diamond,Round,SI1-SI2,G-H,0.87,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Maka Diamond Band,1280.0,https://www.rarecarat.com/wedding-ring/54-Maka-Diamond-Band/25176,Diamond,,VS1,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
